Seq. No.,Code,Title,,,
1628,541310,Architectural Services,,,
1629,54132,Landscape Architectural Services,,,
1630,541320,Landscape Architectural Services,,,
1631,54133,Engineering Services,,,
1632,541330,Engineering Services,,,
1633,54134,Drafting Services,,,
1634,541340,Drafting Services,,,
1635,54135,Building Inspection Services,,,
1636,541350,Building Inspection Services,,,
1637,54136,Geophysical Surveying and Mapping Services,,,
1638,541360,Geophysical Surveying and Mapping Services,,,
1639,54137,Surveying and Mapping (except Geophysical) Services,,,
1640,541370,Surveying and Mapping (except Geophysical) Services,,,
1641,54138,Testing Laboratories,,,
1642,541380,Testing Laboratories,,,
1643,5414,Specialized Design Services,,,
1644,54141,Interior Design Services,,,
1645,541410,Interior Design Services,,,
1646,54142,Industrial Design Services,,,
1647,541420,Industrial Design Services,,,
1648,54143,Graphic Design Services,,,
1649,541430,Graphic Design Services,,,
1650,54149,Other Specialized Design Services,,,
1651,541490,Other Specialized Design Services,,,
1652,5415,Computer Systems Design and Related Services,,,
1653,54151,Computer Systems Design and Related Services,,,
1654,541511,Custom Computer Programming Services ,,,
1655,541512,Computer Systems Design Services ,,,
1656,541513,Computer Facilities Management Services ,,,
1657,541519,Other Computer Related Services,,,
1658,5416,"Management, Scientific, and Technical Consulting Services",,,
1659,54161,Management Consulting Services,,,
1660,541611,Administrative Management and General Management Consulting Services ,,,
1661,541612,Human Resources Consulting Services ,,,
1662,541613,Marketing Consulting Services ,,,
1663,541614,"Process, Physical Distribution, and Logistics Consulting Services ",,,
1664,541618,Other Management Consulting Services ,,,
1665,54162,Environmental Consulting Services,,,
1666,541620,Environmental Consulting Services,,,
1667,54169,Other Scientific and Technical Consulting Services,,,
1668,541690,Other Scientific and Technical Consulting Services,,,
1669,5417,Scientific Research and Development Services,,,
1670,54171,"Research and Development in the Physical, Engineering, and Life Sciences",,,
1671,541713,Research and Development in Nanotechnology ,,,
1672,541714,Research and Development in Biotechnology (except Nanobiotechnology),,,
1673,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",,,
1674,54172,Research and Development in the Social Sciences and Humanities,,,
1675,541720,Research and Development in the Social Sciences and Humanities ,,,
1676,5418,"Advertising, Public Relations, and Related Services",,,
1677,54181,Advertising Agencies,,,
1678,541810,Advertising Agencies,,,
1679,54182,Public Relations Agencies,,,
1680,541820,Public Relations Agencies,,,
1681,54183,Media Buying Agencies,,,
1682,541830,Media Buying Agencies,,,
1683,54184,Media Representatives,,,
1684,541840,Media Representatives,,,
1685,54185,Outdoor Advertising,,,
1686,541850,Outdoor Advertising,,,
1687,54186,Direct Mail Advertising,,,
1688,541860,Direct Mail Advertising,,,
1689,54187,Advertising Material Distribution Services,,,
1690,541870,Advertising Material Distribution Services,,,
1691,54189,Other Services Related to Advertising,,,
1692,541890,Other Services Related to Advertising ,,,
1693,5419,"Other Professional, Scientific, and Technical Services",,,
1694,54191,Marketing Research and Public Opinion Polling,,,
1695,541910,Marketing Research and Public Opinion Polling,,,
1696,54192,Photographic Services,,,
1697,541921,"Photography Studios, Portrait ",,,
1698,541922,Commercial Photography ,,,
1699,54193,Translation and Interpretation Services,,,
1700,541930,Translation and Interpretation Services,,,
1701,54194,Veterinary Services,,,
1702,541940,Veterinary Services ,,,
1703,54199,"All Other Professional, Scientific, and Technical Services",,,
1704,541990,"All Other Professional, Scientific, and Technical Services",,,
1705,55,Management of Companies and Enterprises,,,
1706,551,Management of Companies and Enterprises,,,
1707,5511,Management of Companies and Enterprises,,,
1708,55111,Management of Companies and Enterprises,,,
1709,551111,Offices of Bank Holding Companies ,,,
1710,551112,Offices of Other Holding Companies ,,,
1711,551114,"Corporate, Subsidiary, and Regional Managing Offices ",,,
1712,56,Administrative and Support and Waste Management and Remediation Services,,,
1713,561,Administrative and Support Services,,,
1714,5611,Office Administrative Services,,,
1715,56111,Office Administrative Services,,,
1716,561110,Office Administrative Services,,,
1717,5612,Facilities Support Services,,,
1718,56121,Facilities Support Services,,,
1719,561210,Facilities Support Services,,,
1720,5613,Employment Services,,,
1721,56131,Employment Placement Agencies and Executive Search Services,,,
1722,561311,Employment Placement Agencies ,,,
1723,561312,Executive Search Services ,,,
1724,56132,Temporary Help Services,,,
1725,561320,Temporary Help Services,,,
1726,56133,Professional Employer Organizations,,,
1727,561330,Professional Employer Organizations,,,
1728,5614,Business Support Services,,,
1729,56141,Document Preparation Services,,,
1730,561410,Document Preparation Services,,,
1731,56142,Telephone Call Centers,,,
1732,561421,Telephone Answering Services ,,,
1733,561422,Telemarketing Bureaus and Other Contact Centers ,,,
1734,56143,Business Service Centers,,,
1735,561431,Private Mail Centers ,,,
1736,561439,Other Business Service Centers (including Copy Shops) ,,,
1737,56144,Collection Agencies,,,
1738,561440,Collection Agencies,,,
1739,56145,Credit Bureaus,,,
1740,561450,Credit Bureaus,,,
1741,56149,Other Business Support Services,,,
1742,561491,Repossession Services ,,,
1743,561492,Court Reporting and Stenotype Services ,,,
1744,561499,All Other Business Support Services ,,,
1745,5615,Travel Arrangement and Reservation Services,,,
1746,56151,Travel Agencies,,,
1747,561510,Travel Agencies,,,
1748,56152,Tour Operators,,,
1749,561520,Tour Operators,,,
1750,56159,Other Travel Arrangement and Reservation Services,,,
1751,561591,Convention and Visitors Bureaus ,,,
1752,561599,All Other Travel Arrangement and Reservation Services ,,,
1753,5616,Investigation and Security Services,,,
1754,56161,"Investigation, Guard, and Armored Car Services",,,
1755,561611,Investigation Services ,,,
1756,561612,Security Guards and Patrol Services ,,,
1757,561613,Armored Car Services ,,,
1758,56162,Security Systems Services,,,
1759,561621,Security Systems Services (except Locksmiths) ,,,
1760,561622,Locksmiths ,,,
1761,5617,Services to Buildings and Dwellings,,,
1762,56171,Exterminating and Pest Control Services,,,
1763,561710,Exterminating and Pest Control Services,,,
1764,56172,Janitorial Services,,,
1765,561720,Janitorial Services ,,,
1766,56173,Landscaping Services,,,
1767,561730,Landscaping Services,,,
1768,56174,Carpet and Upholstery Cleaning Services,,,
1769,561740,Carpet and Upholstery Cleaning Services,,,
1770,56179,Other Services to Buildings and Dwellings,,,
1771,561790,Other Services to Buildings and Dwellings ,,,
1772,5619,Other Support Services,,,
1773,56191,Packaging and Labeling Services,,,
1774,561910,Packaging and Labeling Services,,,
1775,56192,Convention and Trade Show Organizers,,,
1776,561920,Convention and Trade Show Organizers,,,
1777,56199,All Other Support Services,,,
1778,561990,All Other Support Services,,,
1779,562,Waste Management and Remediation Services,,,
1780,5621,Waste Collection ,,,
1781,56211,Waste Collection ,,,
1782,562111,Solid Waste Collection ,,,
1783,562112,Hazardous Waste Collection ,,,
1784,562119,Other Waste Collection ,,,
1785,5622,Waste Treatment and Disposal ,,,
1786,56221,Waste Treatment and Disposal ,,,
1787,562211,Hazardous Waste Treatment and Disposal ,,,
1788,562212,Solid Waste Landfill ,,,
1789,562213,Solid Waste Combustors and Incinerators ,,,
1790,562219,Other Nonhazardous Waste Treatment and Disposal ,,,
1791,5629,Remediation and Other Waste Management Services ,,,
1792,56291,Remediation Services ,,,
1793,562910,Remediation Services ,,,
1794,56292,Materials Recovery Facilities ,,,
1795,562920,Materials Recovery Facilities ,,,
1796,56299,All Other Waste Management Services ,,,
1797,562991,Septic Tank and Related Services ,,,
1798,562998,All Other Miscellaneous Waste Management Services ,,,
1799,61,Educational Services,,,
1800,611,Educational Services,,,
1801,6111,Elementary and Secondary Schools,,,
1802,61111,Elementary and Secondary Schools ,,,
1803,611110,Elementary and Secondary Schools ,,,
1804,6112,Junior Colleges,,,
1805,61121,Junior Colleges,,,
1806,611210,Junior Colleges ,,,
1807,6113,"Colleges, Universities, and Professional Schools",,,
1808,61131,"Colleges, Universities, and Professional Schools",,,
1809,611310,"Colleges, Universities, and Professional Schools ",,,
1810,6114,Business Schools and Computer and Management Training,,,
1811,61141,Business and Secretarial Schools,,,
1812,611410,Business and Secretarial Schools ,,,
1813,61142,Computer Training,,,
1814,611420,Computer Training ,,,
1815,61143,Professional and Management Development Training,,,
1816,611430,Professional and Management Development Training ,,,
1817,6115,Technical and Trade Schools ,,,
1818,61151,Technical and Trade Schools,,,
1819,611511,Cosmetology and Barber Schools ,,,
1820,611512,Flight Training ,,,
1821,611513,Apprenticeship Training ,,,
1822,611519,Other Technical and Trade Schools ,,,
1823,6116,Other Schools and Instruction,,,
1824,61161,Fine Arts Schools,,,
1825,611610,Fine Arts Schools ,,,
1826,61162,Sports and Recreation Instruction,,,
1827,611620,Sports and Recreation Instruction ,,,
1828,61163,Language Schools,,,
1829,611630,Language Schools ,,,
1830,61169,All Other Schools and Instruction,,,
1831,611691,Exam Preparation and Tutoring ,,,
1832,611692,Automobile Driving Schools ,,,
1833,611699,All Other Miscellaneous Schools and Instruction ,,,
1834,6117,Educational Support Services,,,
1835,61171,Educational Support Services,,,
1836,611710,Educational Support Services,,,
1837,62,Health Care and Social Assistance,,,
1838,621,Ambulatory Health Care Services,,,
1839,6211,Offices of Physicians,,,
1840,62111,Offices of Physicians,,,
1841,621111,Offices of Physicians (except Mental Health Specialists) ,,,
1842,621112,"Offices of Physicians, Mental Health Specialists ",,,
1843,6212,Offices of Dentists,,,
1844,62121,Offices of Dentists,,,
1845,621210,Offices of Dentists ,,,
1846,6213,Offices of Other Health Practitioners,,,
1847,62131,Offices of Chiropractors,,,
1848,621310,Offices of Chiropractors ,,,
1849,62132,Offices of Optometrists,,,
1850,621320,Offices of Optometrists,,,
1851,62133,Offices of Mental Health Practitioners (except Physicians),,,
1852,621330,Offices of Mental Health Practitioners (except Physicians) ,,,
1853,62134,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",,,
1854,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists ",,,
1855,62139,Offices of All Other Health Practitioners,,,
1856,621391,Offices of Podiatrists ,,,
1857,621399,Offices of All Other Miscellaneous Health Practitioners ,,,
1858,6214,Outpatient Care Centers,,,
1859,62141,Family Planning Centers,,,
1860,621410,Family Planning Centers ,,,
1861,62142,Outpatient Mental Health and Substance Abuse Centers,,,
1862,621420,Outpatient Mental Health and Substance Abuse Centers ,,,
1863,62149,Other Outpatient Care Centers,,,
1864,621491,HMO Medical Centers ,,,
1865,621492,Kidney Dialysis Centers ,,,
1866,621493,Freestanding Ambulatory Surgical and Emergency Centers ,,,
1867,621498,All Other Outpatient Care Centers ,,,
1868,6215,Medical and Diagnostic Laboratories,,,
1869,62151,Medical and Diagnostic Laboratories,,,
1870,621511,Medical Laboratories ,,,
1871,621512,Diagnostic Imaging Centers ,,,
1872,6216,Home Health Care Services,,,
1873,62161,Home Health Care Services,,,
1874,621610,Home Health Care Services,,,
1875,6219,Other Ambulatory Health Care Services,,,
1876,62191,Ambulance Services,,,
1877,621910,Ambulance Services ,,,
1878,62199,All Other Ambulatory Health Care Services,,,
1879,621991,Blood and Organ Banks ,,,
1880,621999,All Other Miscellaneous Ambulatory Health Care Services ,,,
1881,622,Hospitals,,,
1882,6221,General Medical and Surgical Hospitals,,,
1883,62211,General Medical and Surgical Hospitals,,,
1884,622110,General Medical and Surgical Hospitals ,,,
1885,6222,Psychiatric and Substance Abuse Hospitals,,,
1886,62221,Psychiatric and Substance Abuse Hospitals,,,
1887,622210,Psychiatric and Substance Abuse Hospitals ,,,
1888,6223,Specialty (except Psychiatric and Substance Abuse) Hospitals,,,
1889,62231,Specialty (except Psychiatric and Substance Abuse) Hospitals,,,
1890,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals ,,,
1891,623,Nursing and Residential Care Facilities,,,
1892,6231,Nursing Care Facilities (Skilled Nursing Facilities),,,
1893,62311,Nursing Care Facilities (Skilled Nursing Facilities),,,
1894,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,,,
1895,6232,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities",,,
1896,62321,Residential Intellectual and Developmental Disability Facilities,,,
1897,623210,Residential Intellectual and Developmental Disability Facilities ,,,
1898,62322,Residential Mental Health and Substance Abuse Facilities,,,
1899,623220,Residential Mental Health and Substance Abuse Facilities ,,,
1900,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,,,
1901,62331,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly,,,
1902,623311,Continuing Care Retirement Communities ,,,
1903,623312,Assisted Living Facilities for the Elderly ,,,
1904,6239,Other Residential Care Facilities,,,
1905,62399,Other Residential Care Facilities,,,
1906,623990,Other Residential Care Facilities ,,,
1907,624,Social Assistance,,,
1908,6241,Individual and Family Services,,,
1909,62411,Child and Youth Services,,,
1910,624110,Child and Youth Services ,,,
1911,62412,Services for the Elderly and Persons with Disabilities,,,
1912,624120,Services for the Elderly and Persons with Disabilities ,,,
1913,62419,Other Individual and Family Services,,,
1914,624190,Other Individual and Family Services ,,,
1915,6242,"Community Food and Housing, and Emergency and Other Relief Services",,,
1916,62421,Community Food Services,,,
1917,624210,Community Food Services ,,,
1918,62422,Community Housing Services,,,
1919,624221,Temporary Shelters ,,,
1920,624229,Other Community Housing Services ,,,
1921,62423,Emergency and Other Relief Services,,,
1922,624230,Emergency and Other Relief Services ,,,
1923,6243,Vocational Rehabilitation Services,,,
1924,62431,Vocational Rehabilitation Services,,,
1925,624310,Vocational Rehabilitation Services ,,,
1926,6244,Child Day Care Services,,,
1927,62441,Child Day Care Services,,,
1928,624410,Child Day Care Services ,,,
1929,71,"Arts, Entertainment, and Recreation",,,
1930,711,"Performing Arts, Spectator Sports, and Related Industries",,,
1931,7111,Performing Arts Companies,,,
1932,71111,Theater Companies and Dinner Theaters,,,
1933,711110,Theater Companies and Dinner Theaters ,,,
1934,71112,Dance Companies,,,
1935,711120,Dance Companies ,,,
1936,71113,Musical Groups and Artists,,,
1937,711130,Musical Groups and Artists ,,,
1938,71119,Other Performing Arts Companies,,,
1939,711190,Other Performing Arts Companies ,,,
1940,7112,Spectator Sports,,,
1941,71121,Spectator Sports,,,
1942,711211,Sports Teams and Clubs ,,,
1943,711212,Racetracks ,,,
1944,711219,Other Spectator Sports ,,,
1945,7113,"Promoters of Performing Arts, Sports, and Similar Events",,,
1946,71131,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",,,
1947,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",,,
1948,71132,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",,,
1949,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",,,
1950,7114,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",,,
1951,71141,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",,,
1952,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",,,
1953,7115,"Independent Artists, Writers, and Performers",,,
1954,71151,"Independent Artists, Writers, and Performers",,,
1955,711510,"Independent Artists, Writers, and Performers ",,,
1956,712,"Museums, Historical Sites, and Similar Institutions",,,
1957,7121,"Museums, Historical Sites, and Similar Institutions",,,
1958,71211,Museums,,,
1959,712110,Museums ,,,
1960,71212,Historical Sites,,,
1961,712120,Historical Sites,,,
1962,71213,Zoos and Botanical Gardens,,,
1963,712130,Zoos and Botanical Gardens ,,,
1964,71219,Nature Parks and Other Similar Institutions,,,
1965,712190,Nature Parks and Other Similar Institutions,,,
1966,713,"Amusement, Gambling, and Recreation Industries",,,
1967,7131,Amusement Parks and Arcades,,,
1968,71311,Amusement and Theme Parks,,,
1969,713110,Amusement and Theme Parks ,,,
1970,71312,Amusement Arcades,,,
1971,713120,Amusement Arcades,,,
1972,7132,Gambling Industries,,,
1973,71321,Casinos (except Casino Hotels),,,
1974,713210,Casinos (except Casino Hotels),,,
1975,71329,Other Gambling Industries,,,
1976,713290,Other Gambling Industries ,,,
1977,7139,Other Amusement and Recreation Industries,,,
1978,71391,Golf Courses and Country Clubs,,,
1979,713910,Golf Courses and Country Clubs,,,
1980,71392,Skiing Facilities,,,
1981,713920,Skiing Facilities,,,
1982,71393,Marinas,,,
1983,713930,Marinas,,,
1984,71394,Fitness and Recreational Sports Centers,,,
1985,713940,Fitness and Recreational Sports Centers ,,,
1986,71395,Bowling Centers,,,
1987,713950,Bowling Centers,,,
1988,71399,All Other Amusement and Recreation Industries,,,
1989,713990,All Other Amusement and Recreation Industries ,,,
1990,72,Accommodation and Food Services,,,
1991,721,Accommodation,,,
1992,7211,Traveler Accommodation,,,
1993,72111,Hotels (except Casino Hotels) and Motels,,,
1994,721110,Hotels (except Casino Hotels) and Motels ,,,
1995,72112,Casino Hotels,,,
1996,721120,Casino Hotels,,,
1997,72119,Other Traveler Accommodation,,,
1998,721191,Bed-and-Breakfast Inns ,,,
1999,721199,All Other Traveler Accommodation ,,,
2000,7212,RV (Recreational Vehicle) Parks and Recreational Camps,,,
2001,72121,RV (Recreational Vehicle) Parks and Recreational Camps,,,
2002,721211,RV (Recreational Vehicle) Parks and Campgrounds ,,,
2003,721214,Recreational and Vacation Camps (except Campgrounds) ,,,
2004,7213,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",,,
2005,72131,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",,,
2006,721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps ",,,
2007,722,Food Services and Drinking Places,,,
2008,7223,Special Food Services,,,
2009,72231,Food Service Contractors,,,
2010,722310,Food Service Contractors,,,
2011,72232,Caterers,,,
2012,722320,Caterers,,,
2013,72233,Mobile Food Services,,,
2014,722330,Mobile Food Services,,,
2015,7224,Drinking Places (Alcoholic Beverages),,,
2016,72241,Drinking Places (Alcoholic Beverages),,,
2017,722410,Drinking Places (Alcoholic Beverages) ,,,
2018,7225,Restaurants and Other Eating Places,,,
2019,72251,Restaurants and Other Eating Places,,,
2020,722511,Full-Service Restaurants ,,,
2021,722513,Limited-Service Restaurants ,,,
2022,722514,"Cafeterias, Grill Buffets, and Buffets ",,,
2023,722515,Snack and Nonalcoholic Beverage Bars ,,,
2024,81,Other Services (except Public Administration),,,
2025,811,Repair and Maintenance,,,
2026,8111,Automotive Repair and Maintenance,,,
2027,81111,Automotive Mechanical and Electrical Repair and Maintenance,,,
2028,811111,General Automotive Repair ,,,
2029,811112,Automotive Exhaust System Repair ,,,
2030,811113,Automotive Transmission Repair ,,,
2031,811118,Other Automotive Mechanical and Electrical Repair and Maintenance ,,,
2032,81112,"Automotive Body, Paint, Interior, and Glass Repair",,,
2033,811121,"Automotive Body, Paint, and Interior Repair and Maintenance ",,,
2034,811122,Automotive Glass Replacement Shops ,,,
2035,81119,Other Automotive Repair and Maintenance,,,
2036,811191,Automotive Oil Change and Lubrication Shops ,,,
2037,811192,Car Washes ,,,
2038,811198,All Other Automotive Repair and Maintenance ,,,
2039,8112,Electronic and Precision Equipment Repair and Maintenance,,,
2040,81121,Electronic and Precision Equipment Repair and Maintenance,,,
2041,811211,Consumer Electronics Repair and Maintenance ,,,
2042,811212,Computer and Office Machine Repair and Maintenance ,,,
2043,811213,Communication Equipment Repair and Maintenance ,,,
2044,811219,Other Electronic and Precision Equipment Repair and Maintenance ,,,
2045,8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,,,
2046,81131,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,,,
2047,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,,,
2048,8114,Personal and Household Goods Repair and Maintenance,,,
2049,81141,Home and Garden Equipment and Appliance Repair and Maintenance,,,
2050,811411,Home and Garden Equipment Repair and Maintenance ,,,
2051,811412,Appliance Repair and Maintenance ,,,
2052,81142,Reupholstery and Furniture Repair,,,
2053,811420,Reupholstery and Furniture Repair,,,
2054,81143,Footwear and Leather Goods Repair,,,
2055,811430,Footwear and Leather Goods Repair,,,
2056,81149,Other Personal and Household Goods Repair and Maintenance,,,
2057,811490,Other Personal and Household Goods Repair and Maintenance ,,,
2058,812,Personal and Laundry Services,,,
2059,8121,Personal Care Services ,,,
2060,81211,"Hair, Nail, and Skin Care Services ",,,
2061,812111,Barber Shops ,,,
2062,812112,Beauty Salons ,,,
2063,812113,Nail Salons ,,,
2064,81219,Other Personal Care Services ,,,
2065,812191,Diet and Weight Reducing Centers ,,,
2066,812199,Other Personal Care Services ,,,
2067,8122,Death Care Services ,,,
2068,81221,Funeral Homes and Funeral Services ,,,
2069,812210,Funeral Homes and Funeral Services ,,,
2070,81222,Cemeteries and Crematories ,,,
2071,812220,Cemeteries and Crematories ,,,
2072,8123,Drycleaning and Laundry Services ,,,
2073,81231,Coin-Operated Laundries and Drycleaners ,,,
2074,812310,Coin-Operated Laundries and Drycleaners ,,,
2075,81232,Drycleaning and Laundry Services (except Coin-Operated) ,,,
2076,812320,Drycleaning and Laundry Services (except Coin-Operated) ,,,
2077,81233,Linen and Uniform Supply ,,,
2078,812331,Linen Supply ,,,
2079,812332,Industrial Launderers ,,,
2080,8129,Other Personal Services ,,,
2081,81291,Pet Care (except Veterinary) Services ,,,
2082,812910,Pet Care (except Veterinary) Services ,,,
2083,81292,Photofinishing ,,,
2084,812921,Photofinishing Laboratories (except One-Hour) ,,,
2085,812922,One-Hour Photofinishing ,,,
2086,81293,Parking Lots and Garages ,,,
2087,812930,Parking Lots and Garages ,,,
2088,81299,All Other Personal Services ,,,
2089,812990,All Other Personal Services ,,,
2090,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",,,
2091,8131,Religious Organizations ,,,
2092,81311,Religious Organizations ,,,
2093,813110,Religious Organizations ,,,
2094,8132,Grantmaking and Giving Services ,,,
2095,81321,Grantmaking and Giving Services ,,,
2096,813211,Grantmaking Foundations ,,,
2097,813212,Voluntary Health Organizations ,,,
2098,813219,Other Grantmaking and Giving Services ,,,
2099,8133,Social Advocacy Organizations ,,,
2100,81331,Social Advocacy Organizations ,,,
2101,813311,Human Rights Organizations ,,,
2102,813312,"Environment, Conservation and Wildlife Organizations ",,,
2103,813319,Other Social Advocacy Organizations ,,,
2104,8134,Civic and Social Organizations ,,,
2105,81341,Civic and Social Organizations ,,,
2106,813410,Civic and Social Organizations ,,,
2107,8139,"Business, Professional, Labor, Political, and Similar Organizations ",,,
2108,81391,Business Associations ,,,
2109,813910,Business Associations ,,,
2110,81392,Professional Organizations ,,,
2111,813920,Professional Organizations ,,,
2112,81393,Labor Unions and Similar Labor Organizations ,,,
2113,813930,Labor Unions and Similar Labor Organizations ,,,
2114,81394,Political Organizations ,,,
2115,813940,Political Organizations ,,,
2116,81399,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",,,
2117,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",,,
2118,814,Private Households,,,
2119,8141,Private Households,,,
2120,81411,Private Households,,,
2121,814110,Private Households,,,
2122,92,Public Administration,,,
2123,921,"Executive, Legislative, and Other General Government Support ",,,
2124,9211,"Executive, Legislative, and Other General Government Support ",,,
2125,92111,Executive Offices ,,,
2126,921110,Executive Offices ,,,
2127,92112,Legislative Bodies ,,,
2128,921120,Legislative Bodies ,,,
2129,92113,Public Finance Activities ,,,
2130,921130,Public Finance Activities ,,,
2131,92114,"Executive and Legislative Offices, Combined ",,,
2132,921140,"Executive and Legislative Offices, Combined ",,,
2133,92115,American Indian and Alaska Native Tribal Governments ,,,
2134,921150,American Indian and Alaska Native Tribal Governments ,,,
2135,92119,Other General Government Support ,,,
2136,921190,Other General Government Support ,,,
2137,922,"Justice, Public Order, and Safety Activities ",,,
2138,9221,"Justice, Public Order, and Safety Activities ",,,
2139,92211,Courts ,,,
2140,922110,Courts ,,,
2141,92212,Police Protection ,,,
2142,922120,Police Protection ,,,
2143,92213,Legal Counsel and Prosecution ,,,
2144,922130,Legal Counsel and Prosecution ,,,
2145,92214,Correctional Institutions ,,,
2146,922140,Correctional Institutions ,,,
2147,92215,Parole Offices and Probation Offices ,,,
2148,922150,Parole Offices and Probation Offices ,,,
2149,92216,Fire Protection ,,,
2150,922160,Fire Protection ,,,
2151,92219,"Other Justice, Public Order, and Safety Activities ",,,
2152,922190,"Other Justice, Public Order, and Safety Activities ",,,
2153,923,Administration of Human Resource Programs ,,,
2154,9231,Administration of Human Resource Programs ,,,
2155,92311,Administration of Education Programs ,,,
2156,923110,Administration of Education Programs ,,,
2157,92312,Administration of Public Health Programs ,,,
2158,923120,Administration of Public Health Programs ,,,
2159,92313,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) ",,,
2160,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) ",,,
2161,92314,Administration of Veterans' Affairs ,,,
2162,923140,Administration of Veterans' Affairs ,,,
2163,924,Administration of Environmental Quality Programs ,,,
2164,9241,Administration of Environmental Quality Programs ,,,
2165,92411,Administration of Air and Water Resource and Solid Waste Management Programs ,,,
2166,924110,Administration of Air and Water Resource and Solid Waste Management Programs ,,,
2167,92412,Administration of Conservation Programs ,,,
2168,924120,Administration of Conservation Programs ,,,
2169,925,"Administration of Housing Programs, Urban Planning, and Community Development ",,,
2170,9251,"Administration of Housing Programs, Urban Planning, and Community Development ",,,
2171,92511,Administration of Housing Programs ,,,
2172,925110,Administration of Housing Programs ,,,
2173,92512,Administration of Urban Planning and Community and Rural Development ,,,
2174,925120,Administration of Urban Planning and Community and Rural Development ,,,
2175,926,Administration of Economic Programs ,,,
2176,9261,Administration of Economic Programs ,,,
2177,92611,Administration of General Economic Programs ,,,
2178,926110,Administration of General Economic Programs ,,,
2179,92612,Regulation and Administration of Transportation Programs ,,,
2180,926120,Regulation and Administration of Transportation Programs ,,,
2181,92613,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities ",,,
2182,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities ",,,
2183,92614,Regulation of Agricultural Marketing and Commodities ,,,
2184,926140,Regulation of Agricultural Marketing and Commodities ,,,
2185,92615,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors ",,,
2186,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors ",,,
2187,927,Space Research and Technology ,,,
2188,9271,Space Research and Technology ,,,
2189,92711,Space Research and Technology ,,,
2190,927110,Space Research and Technology ,,,
2191,928,National Security and International Affairs ,,,
2192,9281,National Security and International Affairs ,,,
2193,92811,National Security ,,,
2194,928110,National Security ,,,
2195,92812,International Affairs ,,,
2196,928120,International Affairs ,,,
